crop_type,yield_tha,till_type,ipcc_translation_crop,man_type,man_nrate,ipcc_translation_manure,crop_om_input,crop_c_input,crop_n_input,crop_lignin_input,crop_n_frac,crop_lignin_frac,man_om_input,man_c_input,man_n_input,man_lignin_input,man_n_frac,man_lignin_frac
Maize,9.6,full,maize,None,0,none,13.0767632,5.4922405439999995,0.08238360816,1.438443952,0.006299999999999999,0.11,0,0,0,0,0,0
Winter wheat,6.57,full,winter_wheat,None,0,none,13.416287190000004,5.634840619800001,0.09257238161100002,0.7110632210700003,0.0069,0.053000000000000005,0,0,0,0,0,0
Soybean,4.1,full,soybean,None,0,none,6.4444877,2.706684834,0.0515559016,0.5477814545,0.008,0.085,0,0,0,0,0,0
Maize,9.6,full,maize,None,0,none,13.0767632,5.4922405439999995,0.08238360816,1.438443952,0.006299999999999999,0.11,0,0,0,0,0,0
Winter wheat,6.57,full,winter_wheat,None,0,none,13.416287190000004,5.634840619800001,0.09257238161100002,0.7110632210700003,0.0069,0.053000000000000005,0,0,0,0,0,0
Soybean,4.1,full,soybean,None,0,none,6.4444877,2.706684834,0.0515559016,0.5477814545,0.008,0.085,0,0,0,0,0,0
Maize,9.6,full,maize,None,0,none,13.0767632,5.4922405439999995,0.08238360816,1.438443952,0.006299999999999999,0.11,0,0,0,0,0,0
Winter wheat,6.57,full,winter_wheat,None,0,none,13.416287190000004,5.634840619800001,0.09257238161100002,0.7110632210700003,0.0069,0.053000000000000005,0,0,0,0,0,0
Soybean,4.1,full,soybean,None,0,none,6.4444877,2.706684834,0.0515559016,0.5477814545,0.008,0.085,0,0,0,0,0,0
Maize,9.6,full,maize,None,0,none,13.0767632,5.4922405439999995,0.08238360816,1.438443952,0.006299999999999999,0.11,0,0,0,0,0,0
Winter wheat,6.57,full,winter_wheat,None,0,none,13.416287190000004,5.634840619800001,0.09257238161100002,0.7110632210700003,0.0069,0.053000000000000005,0,0,0,0,0,0
Soybean,4.1,full,soybean,None,0,none,6.4444877,2.706684834,0.0515559016,0.5477814545,0.008,0.085,0,0,0,0,0,0
Maize,9.6,full,maize,None,0,none,13.0767632,5.4922405439999995,0.08238360816,1.438443952,0.006299999999999999,0.11,0,0,0,0,0,0
Winter wheat,6.57,full,winter_wheat,None,0,none,13.416287190000004,5.634840619800001,0.09257238161100002,0.7110632210700003,0.0069,0.053000000000000005,0,0,0,0,0,0
Soybean,4.1,full,soybean,None,0,none,6.4444877,2.706684834,0.0515559016,0.5477814545,0.008,0.085,0,0,0,0,0,0
Maize,9.6,full,maize,None,0,none,13.0767632,5.4922405439999995,0.08238360816,1.438443952,0.006299999999999999,0.11,0,0,0,0,0,0
Winter wheat,6.57,full,winter_wheat,None,0,none,13.416287190000004,5.634840619800001,0.09257238161100002,0.7110632210700003,0.0069,0.053000000000000005,0,0,0,0,0,0
Soybean,4.1,full,soybean,None,0,none,6.4444877,2.706684834,0.0515559016,0.5477814545,0.008,0.085,0,0,0,0,0,0
Maize,9.6,full,maize,None,0,none,13.0767632,5.4922405439999995,0.08238360816,1.438443952,0.006299999999999999,0.11,0,0,0,0,0,0
Winter wheat,6.57,full,winter_wheat,None,0,none,13.416287190000004,5.634840619800001,0.09257238161100002,0.7110632210700003,0.0069,0.053000000000000005,0,0,0,0,0,0
Soybean,4.1,full,soybean,None,0,none,6.4444877,2.706684834,0.0515559016,0.5477814545,0.008,0.085,0,0,0,0,0,0
