crop_type,yield_tha,till_type,ipcc_translation_crop,man_type,man_nrate,ipcc_translation_manure,crop_om_input,crop_c_input,crop_n_input,crop_lignin_input,crop_n_frac,crop_lignin_frac,man_om_input,man_c_input,man_n_input,man_lignin_input,man_n_frac,man_lignin_frac
Winter rape,3.7,full,grains_nos,Dairy cattle,0,dairy_cattle,6.119748800000001,2.5702944960000003,0.04161429184000001,0.4528614112000001,0.006800000000000001,0.07400000000000001,0,0,0,0,NaN,NaN
Winter barley,7.5,full,barley,Dairy cattle,0,dairy_cattle,6.270376666666667,2.6335582000000004,0.05643339,0.2884373266666667,0.009,0.046,0,0,0,0,NaN,NaN
Winter oat,7.5,full,oats,Dairy cattle,0,dairy_cattle,6.009799166666666,2.5241156499999997,0.043871533916666663,0.2824605608333333,0.0073,0.047,0,0,0,0,NaN,NaN
Field pea,4,full,beans_and_pulses,Dairy cattle,0,dairy_cattle,6.597808000000001,2.7710793600000003,0.05278246400000001,0.4948356000000001,0.008,0.07500000000000001,0,0,0,0,NaN,NaN
Winter barley,7.95,full,barley,Dairy cattle,0,dairy_cattle,6.618977611320755,2.779970596754717,0.05957079850188679,0.30447297012075475,0.009,0.046000000000000006,0,0,0,0,NaN,NaN
Winter rape,3.7,full,grains_nos,Dairy cattle,0,dairy_cattle,6.119748800000001,2.5702944960000003,0.04161429184000001,0.4528614112000001,0.006800000000000001,0.07400000000000001,0,0,0,0,NaN,NaN
Winter barley,7.5,full,barley,Dairy cattle,0,dairy_cattle,6.270376666666667,2.6335582000000004,0.05643339,0.2884373266666667,0.009,0.046,0,0,0,0,NaN,NaN
Winter oat,7.5,full,oats,Dairy cattle,0,dairy_cattle,6.009799166666666,2.5241156499999997,0.043871533916666663,0.2824605608333333,0.0073,0.047,0,0,0,0,NaN,NaN
Field pea,4,full,beans_and_pulses,Dairy cattle,0,dairy_cattle,6.597808000000001,2.7710793600000003,0.05278246400000001,0.4948356000000001,0.008,0.07500000000000001,0,0,0,0,NaN,NaN
Winter barley,7.95,full,barley,Dairy cattle,0,dairy_cattle,6.618977611320755,2.779970596754717,0.05957079850188679,0.30447297012075475,0.009,0.046000000000000006,0,0,0,0,NaN,NaN
Winter rape,3.7,full,grains_nos,Dairy cattle,0,dairy_cattle,6.119748800000001,2.5702944960000003,0.04161429184000001,0.4528614112000001,0.006800000000000001,0.07400000000000001,0,0,0,0,NaN,NaN
Winter barley,7.5,full,barley,Dairy cattle,0,dairy_cattle,6.270376666666667,2.6335582000000004,0.05643339,0.2884373266666667,0.009,0.046,0,0,0,0,NaN,NaN
Winter oat,7.5,full,oats,Dairy cattle,0,dairy_cattle,6.009799166666666,2.5241156499999997,0.043871533916666663,0.2824605608333333,0.0073,0.047,0,0,0,0,NaN,NaN
Field pea,4,full,beans_and_pulses,Dairy cattle,0,dairy_cattle,6.597808000000001,2.7710793600000003,0.05278246400000001,0.4948356000000001,0.008,0.07500000000000001,0,0,0,0,NaN,NaN
Winter barley,7.95,full,barley,Dairy cattle,0,dairy_cattle,6.618977611320755,2.779970596754717,0.05957079850188679,0.30447297012075475,0.009,0.046000000000000006,0,0,0,0,NaN,NaN
Winter rape,3.7,full,grains_nos,Dairy cattle,0,dairy_cattle,6.119748800000001,2.5702944960000003,0.04161429184000001,0.4528614112000001,0.006800000000000001,0.07400000000000001,0,0,0,0,NaN,NaN
Winter barley,7.5,full,barley,Dairy cattle,0,dairy_cattle,6.270376666666667,2.6335582000000004,0.05643339,0.2884373266666667,0.009,0.046,0,0,0,0,NaN,NaN
Winter oat,7.5,full,oats,Dairy cattle,0,dairy_cattle,6.009799166666666,2.5241156499999997,0.043871533916666663,0.2824605608333333,0.0073,0.047,0,0,0,0,NaN,NaN
Field pea,4,full,beans_and_pulses,Dairy cattle,0,dairy_cattle,6.597808000000001,2.7710793600000003,0.05278246400000001,0.4948356000000001,0.008,0.07500000000000001,0,0,0,0,NaN,NaN
Winter barley,7.95,full,barley,Dairy cattle,0,dairy_cattle,6.618977611320755,2.779970596754717,0.05957079850188679,0.30447297012075475,0.009,0.046000000000000006,0,0,0,0,NaN,NaN
Winter rape,3.7,full,grains_nos,Dairy cattle,0,dairy_cattle,6.119748800000001,2.5702944960000003,0.04161429184000001,0.4528614112000001,0.006800000000000001,0.07400000000000001,0,0,0,0,NaN,NaN
Winter barley,7.5,full,barley,Dairy cattle,0,dairy_cattle,6.270376666666667,2.6335582000000004,0.05643339,0.2884373266666667,0.009,0.046,0,0,0,0,NaN,NaN
Winter oat,7.5,full,oats,Dairy cattle,0,dairy_cattle,6.009799166666666,2.5241156499999997,0.043871533916666663,0.2824605608333333,0.0073,0.047,0,0,0,0,NaN,NaN
Field pea,4,full,beans_and_pulses,Dairy cattle,0,dairy_cattle,6.597808000000001,2.7710793600000003,0.05278246400000001,0.4948356000000001,0.008,0.07500000000000001,0,0,0,0,NaN,NaN
Winter barley,7.95,full,barley,Dairy cattle,0,dairy_cattle,6.618977611320755,2.779970596754717,0.05957079850188679,0.30447297012075475,0.009,0.046000000000000006,0,0,0,0,NaN,NaN
Winter rape,3.7,full,grains_nos,Dairy cattle,0,dairy_cattle,6.119748800000001,2.5702944960000003,0.04161429184000001,0.4528614112000001,0.006800000000000001,0.07400000000000001,0,0,0,0,NaN,NaN
Winter barley,7.5,full,barley,Dairy cattle,0,dairy_cattle,6.270376666666667,2.6335582000000004,0.05643339,0.2884373266666667,0.009,0.046,0,0,0,0,NaN,NaN
Winter oat,7.5,full,oats,Dairy cattle,0,dairy_cattle,6.009799166666666,2.5241156499999997,0.043871533916666663,0.2824605608333333,0.0073,0.047,0,0,0,0,NaN,NaN
Field pea,4,full,beans_and_pulses,Dairy cattle,0,dairy_cattle,6.597808000000001,2.7710793600000003,0.05278246400000001,0.4948356000000001,0.008,0.07500000000000001,0,0,0,0,NaN,NaN
Winter barley,7.95,full,barley,Dairy cattle,0,dairy_cattle,6.618977611320755,2.779970596754717,0.05957079850188679,0.30447297012075475,0.009,0.046000000000000006,0,0,0,0,NaN,NaN
Winter rape,3.7,full,grains_nos,Dairy cattle,0,dairy_cattle,6.119748800000001,2.5702944960000003,0.04161429184000001,0.4528614112000001,0.006800000000000001,0.07400000000000001,0,0,0,0,NaN,NaN
Winter barley,7.5,full,barley,Dairy cattle,0,dairy_cattle,6.270376666666667,2.6335582000000004,0.05643339,0.2884373266666667,0.009,0.046,0,0,0,0,NaN,NaN
Winter oat,7.5,full,oats,Dairy cattle,0,dairy_cattle,6.009799166666666,2.5241156499999997,0.043871533916666663,0.2824605608333333,0.0073,0.047,0,0,0,0,NaN,NaN
Field pea,4,full,beans_and_pulses,Dairy cattle,0,dairy_cattle,6.597808000000001,2.7710793600000003,0.05278246400000001,0.4948356000000001,0.008,0.07500000000000001,0,0,0,0,NaN,NaN
Winter barley,7.95,full,barley,Dairy cattle,0,dairy_cattle,6.618977611320755,2.779970596754717,0.05957079850188679,0.30447297012075475,0.009,0.046000000000000006,0,0,0,0,NaN,NaN
Winter rape,3.7,full,grains_nos,Dairy cattle,0,dairy_cattle,6.119748800000001,2.5702944960000003,0.04161429184000001,0.4528614112000001,0.006800000000000001,0.07400000000000001,0,0,0,0,NaN,NaN
Winter barley,7.5,full,barley,Dairy cattle,0,dairy_cattle,6.270376666666667,2.6335582000000004,0.05643339,0.2884373266666667,0.009,0.046,0,0,0,0,NaN,NaN
Winter oat,7.5,full,oats,Dairy cattle,0,dairy_cattle,6.009799166666666,2.5241156499999997,0.043871533916666663,0.2824605608333333,0.0073,0.047,0,0,0,0,NaN,NaN
Field pea,4,full,beans_and_pulses,Dairy cattle,0,dairy_cattle,6.597808000000001,2.7710793600000003,0.05278246400000001,0.4948356000000001,0.008,0.07500000000000001,0,0,0,0,NaN,NaN
Winter barley,7.95,full,barley,Dairy cattle,0,dairy_cattle,6.618977611320755,2.779970596754717,0.05957079850188679,0.30447297012075475,0.009,0.046000000000000006,0,0,0,0,NaN,NaN
Winter rape,3.7,full,grains_nos,Dairy cattle,0,dairy_cattle,6.119748800000001,2.5702944960000003,0.04161429184000001,0.4528614112000001,0.006800000000000001,0.07400000000000001,0,0,0,0,NaN,NaN
Winter barley,7.5,full,barley,Dairy cattle,0,dairy_cattle,6.270376666666667,2.6335582000000004,0.05643339,0.2884373266666667,0.009,0.046,0,0,0,0,NaN,NaN
Winter oat,7.5,full,oats,Dairy cattle,0,dairy_cattle,6.009799166666666,2.5241156499999997,0.043871533916666663,0.2824605608333333,0.0073,0.047,0,0,0,0,NaN,NaN
Field pea,4,full,beans_and_pulses,Dairy cattle,0,dairy_cattle,6.597808000000001,2.7710793600000003,0.05278246400000001,0.4948356000000001,0.008,0.07500000000000001,0,0,0,0,NaN,NaN
Winter barley,7.95,full,barley,Dairy cattle,0,dairy_cattle,6.618977611320755,2.779970596754717,0.05957079850188679,0.30447297012075475,0.009,0.046000000000000006,0,0,0,0,NaN,NaN
Winter rape,3.7,full,grains_nos,Dairy cattle,0,dairy_cattle,6.119748800000001,2.5702944960000003,0.04161429184000001,0.4528614112000001,0.006800000000000001,0.07400000000000001,0,0,0,0,NaN,NaN
Winter barley,7.5,full,barley,Dairy cattle,0,dairy_cattle,6.270376666666667,2.6335582000000004,0.05643339,0.2884373266666667,0.009,0.046,0,0,0,0,NaN,NaN
