crop_type,yield_tha,till_type,ipcc_translation_crop,man_type,man_nrate,ipcc_translation_manure,crop_om_input,crop_c_input,crop_n_input,crop_lignin_input,crop_n_frac,crop_lignin_frac,man_om_input,man_c_input,man_n_input,man_lignin_input,man_n_frac,man_lignin_frac
Maize,11,full,maize,Biogas manure,53,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,1.8275862068965518,0.848,0.053,0.23758620689655174,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,0,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,0,0,0,0,NaN,NaN
Winter wheat,7,full,winter_wheat,Biogas manure,0,dairy_cattle,14.262169,5.99011098,0.0984089661,0.7558949570000001,0.0069,0.053000000000000005,0,0,0,0,NaN,NaN
Winter rape,3.2,full,grains_nos,Biogas manure,77,dairy_cattle,5.4378368,2.283891456,0.03697729024,0.40239992320000006,0.0068,0.07400000000000001,2.6551724137931036,1.232,0.077,0.3451724137931035,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,53,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,1.8275862068965518,0.848,0.053,0.23758620689655174,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,0,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,0,0,0,0,NaN,NaN
Winter wheat,7,full,winter_wheat,Biogas manure,0,dairy_cattle,14.262169,5.99011098,0.0984089661,0.7558949570000001,0.0069,0.053000000000000005,0,0,0,0,NaN,NaN
Winter rape,3.2,full,grains_nos,Biogas manure,77,dairy_cattle,5.4378368,2.283891456,0.03697729024,0.40239992320000006,0.0068,0.07400000000000001,2.6551724137931036,1.232,0.077,0.3451724137931035,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,53,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,1.8275862068965518,0.848,0.053,0.23758620689655174,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,0,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,0,0,0,0,NaN,NaN
Winter wheat,7,full,winter_wheat,Biogas manure,0,dairy_cattle,14.262169,5.99011098,0.0984089661,0.7558949570000001,0.0069,0.053000000000000005,0,0,0,0,NaN,NaN
Winter rape,3.2,full,grains_nos,Biogas manure,77,dairy_cattle,5.4378368,2.283891456,0.03697729024,0.40239992320000006,0.0068,0.07400000000000001,2.6551724137931036,1.232,0.077,0.3451724137931035,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,53,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,1.8275862068965518,0.848,0.053,0.23758620689655174,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,0,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,0,0,0,0,NaN,NaN
Winter wheat,7,full,winter_wheat,Biogas manure,0,dairy_cattle,14.262169,5.99011098,0.0984089661,0.7558949570000001,0.0069,0.053000000000000005,0,0,0,0,NaN,NaN
Winter rape,3.2,full,grains_nos,Biogas manure,77,dairy_cattle,5.4378368,2.283891456,0.03697729024,0.40239992320000006,0.0068,0.07400000000000001,2.6551724137931036,1.232,0.077,0.3451724137931035,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,53,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,1.8275862068965518,0.848,0.053,0.23758620689655174,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,0,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,0,0,0,0,NaN,NaN
Winter wheat,7,full,winter_wheat,Biogas manure,0,dairy_cattle,14.262169,5.99011098,0.0984089661,0.7558949570000001,0.0069,0.053000000000000005,0,0,0,0,NaN,NaN
Winter rape,3.2,full,grains_nos,Biogas manure,77,dairy_cattle,5.4378368,2.283891456,0.03697729024,0.40239992320000006,0.0068,0.07400000000000001,2.6551724137931036,1.232,0.077,0.3451724137931035,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,53,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,1.8275862068965518,0.848,0.053,0.23758620689655174,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,0,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,0,0,0,0,NaN,NaN
Winter wheat,7,full,winter_wheat,Biogas manure,0,dairy_cattle,14.262169,5.99011098,0.0984089661,0.7558949570000001,0.0069,0.053000000000000005,0,0,0,0,NaN,NaN
Winter rape,3.2,full,grains_nos,Biogas manure,77,dairy_cattle,5.4378368,2.283891456,0.03697729024,0.40239992320000006,0.0068,0.07400000000000001,2.6551724137931036,1.232,0.077,0.3451724137931035,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,53,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,1.8275862068965518,0.848,0.053,0.23758620689655174,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,0,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,0,0,0,0,NaN,NaN
Winter wheat,7,full,winter_wheat,Biogas manure,0,dairy_cattle,14.262169,5.99011098,0.0984089661,0.7558949570000001,0.0069,0.053000000000000005,0,0,0,0,NaN,NaN
Winter rape,3.2,full,grains_nos,Biogas manure,77,dairy_cattle,5.4378368,2.283891456,0.03697729024,0.40239992320000006,0.0068,0.07400000000000001,2.6551724137931036,1.232,0.077,0.3451724137931035,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,53,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,1.8275862068965518,0.848,0.053,0.23758620689655174,0.028999999999999998,0.13
Maize,11,full,maize,Biogas manure,0,dairy_cattle,14.875262000000001,6.2476100400000005,0.0937141506,1.63627882,0.0063,0.10999999999999999,0,0,0,0,NaN,NaN
Winter wheat,7,full,winter_wheat,Biogas manure,0,dairy_cattle,14.262169,5.99011098,0.0984089661,0.7558949570000001,0.0069,0.053000000000000005,0,0,0,0,NaN,NaN
Winter rape,3.2,full,grains_nos,Biogas manure,77,dairy_cattle,5.4378368,2.283891456,0.03697729024,0.40239992320000006,0.0068,0.07400000000000001,2.6551724137931036,1.232,0.077,0.3451724137931035,0.028999999999999998,0.13
