crop_type,yield_tha,till_type,ipcc_translation_crop,man_type,man_nrate,ipcc_translation_manure,crop_om_input,crop_c_input,crop_n_input,crop_lignin_input,crop_n_frac,crop_lignin_frac,man_om_input,man_c_input,man_n_input,man_lignin_input,man_n_frac,man_lignin_frac
Forage pea,2.5,full,beans_and_pulses,None,0,none,4.5029425000000005,1.8912358500000002,0.03602354000000001,0.3377206875000001,0.008,0.07500000000000001,0,0,0,0,0,0
Winter wheat,6.1,reduced,winter_wheat,None,0,none,12.4917187,5.246521854,0.08619285903,0.6620610911000001,0.0069,0.05300000000000001,0,0,0,0,0,0
Maize,6.5,full,maize,None,0,none,9.094373000000001,3.8196366600000005,0.057294549900000005,1.00038103,0.0063,0.10999999999999999,0,0,0,0,0,0
Sunflower,3.2,full,generic_crops_nos,None,0,none,5.289056000000001,2.2214035200000004,0.04389916480000001,0.38610108800000015,0.0083,0.07300000000000001,0,0,0,0,0,0
Forage pea,2.5,full,beans_and_pulses,None,0,none,4.5029425000000005,1.8912358500000002,0.03602354000000001,0.3377206875000001,0.008,0.07500000000000001,0,0,0,0,0,0
Winter wheat,6.1,reduced,winter_wheat,None,0,none,12.4917187,5.246521854,0.08619285903,0.6620610911000001,0.0069,0.05300000000000001,0,0,0,0,0,0
Maize,6.5,full,maize,None,0,none,9.094373000000001,3.8196366600000005,0.057294549900000005,1.00038103,0.0063,0.10999999999999999,0,0,0,0,0,0
Sunflower,3.2,full,generic_crops_nos,None,0,none,5.289056000000001,2.2214035200000004,0.04389916480000001,0.38610108800000015,0.0083,0.07300000000000001,0,0,0,0,0,0
Forage pea,2.5,full,beans_and_pulses,None,0,none,4.5029425000000005,1.8912358500000002,0.03602354000000001,0.3377206875000001,0.008,0.07500000000000001,0,0,0,0,0,0
Winter wheat,6.1,reduced,winter_wheat,None,0,none,12.4917187,5.246521854,0.08619285903,0.6620610911000001,0.0069,0.05300000000000001,0,0,0,0,0,0
Maize,6.5,full,maize,None,0,none,9.094373000000001,3.8196366600000005,0.057294549900000005,1.00038103,0.0063,0.10999999999999999,0,0,0,0,0,0
Sunflower,3.2,full,generic_crops_nos,None,0,none,5.289056000000001,2.2214035200000004,0.04389916480000001,0.38610108800000015,0.0083,0.07300000000000001,0,0,0,0,0,0
Forage pea,2.5,full,beans_and_pulses,None,0,none,4.5029425000000005,1.8912358500000002,0.03602354000000001,0.3377206875000001,0.008,0.07500000000000001,0,0,0,0,0,0
Winter wheat,6.1,reduced,winter_wheat,None,0,none,12.4917187,5.246521854,0.08619285903,0.6620610911000001,0.0069,0.05300000000000001,0,0,0,0,0,0
Maize,6.5,full,maize,None,0,none,9.094373000000001,3.8196366600000005,0.057294549900000005,1.00038103,0.0063,0.10999999999999999,0,0,0,0,0,0
Sunflower,3.2,full,generic_crops_nos,None,0,none,5.289056000000001,2.2214035200000004,0.04389916480000001,0.38610108800000015,0.0083,0.07300000000000001,0,0,0,0,0,0
Forage pea,2.5,full,beans_and_pulses,None,0,none,4.5029425000000005,1.8912358500000002,0.03602354000000001,0.3377206875000001,0.008,0.07500000000000001,0,0,0,0,0,0
Winter wheat,6.1,reduced,winter_wheat,None,0,none,12.4917187,5.246521854,0.08619285903,0.6620610911000001,0.0069,0.05300000000000001,0,0,0,0,0,0
Maize,6.5,full,maize,None,0,none,9.094373000000001,3.8196366600000005,0.057294549900000005,1.00038103,0.0063,0.10999999999999999,0,0,0,0,0,0
Sunflower,3.2,full,generic_crops_nos,None,0,none,5.289056000000001,2.2214035200000004,0.04389916480000001,0.38610108800000015,0.0083,0.07300000000000001,0,0,0,0,0,0
Forage pea,2.5,full,beans_and_pulses,None,0,none,4.5029425000000005,1.8912358500000002,0.03602354000000001,0.3377206875000001,0.008,0.07500000000000001,0,0,0,0,0,0
Winter wheat,6.1,reduced,winter_wheat,None,0,none,12.4917187,5.246521854,0.08619285903,0.6620610911000001,0.0069,0.05300000000000001,0,0,0,0,0,0
Maize,6.5,full,maize,None,0,none,9.094373000000001,3.8196366600000005,0.057294549900000005,1.00038103,0.0063,0.10999999999999999,0,0,0,0,0,0
Sunflower,3.2,full,generic_crops_nos,None,0,none,5.289056000000001,2.2214035200000004,0.04389916480000001,0.38610108800000015,0.0083,0.07300000000000001,0,0,0,0,0,0
Forage pea,2.5,full,beans_and_pulses,None,0,none,4.5029425000000005,1.8912358500000002,0.03602354000000001,0.3377206875000001,0.008,0.07500000000000001,0,0,0,0,0,0
Winter wheat,6.1,reduced,winter_wheat,None,0,none,12.4917187,5.246521854,0.08619285903,0.6620610911000001,0.0069,0.05300000000000001,0,0,0,0,0,0
Maize,6.5,full,maize,None,0,none,9.094373000000001,3.8196366600000005,0.057294549900000005,1.00038103,0.0063,0.10999999999999999,0,0,0,0,0,0
Sunflower,3.2,full,generic_crops_nos,None,0,none,5.289056000000001,2.2214035200000004,0.04389916480000001,0.38610108800000015,0.0083,0.07300000000000001,0,0,0,0,0,0
Forage pea,2.5,full,beans_and_pulses,None,0,none,4.5029425000000005,1.8912358500000002,0.03602354000000001,0.3377206875000001,0.008,0.07500000000000001,0,0,0,0,0,0
Winter wheat,6.1,reduced,winter_wheat,None,0,none,12.4917187,5.246521854,0.08619285903,0.6620610911000001,0.0069,0.05300000000000001,0,0,0,0,0,0
Maize,6.5,full,maize,None,0,none,9.094373000000001,3.8196366600000005,0.057294549900000005,1.00038103,0.0063,0.10999999999999999,0,0,0,0,0,0
Sunflower,3.2,full,generic_crops_nos,None,0,none,5.289056000000001,2.2214035200000004,0.04389916480000001,0.38610108800000015,0.0083,0.07300000000000001,0,0,0,0,0,0
Forage pea,2.5,full,beans_and_pulses,None,0,none,4.5029425000000005,1.8912358500000002,0.03602354000000001,0.3377206875000001,0.008,0.07500000000000001,0,0,0,0,0,0
Winter wheat,6.1,reduced,winter_wheat,None,0,none,12.4917187,5.246521854,0.08619285903,0.6620610911000001,0.0069,0.05300000000000001,0,0,0,0,0,0
Maize,6.5,full,maize,None,0,none,9.094373000000001,3.8196366600000005,0.057294549900000005,1.00038103,0.0063,0.10999999999999999,0,0,0,0,0,0
Sunflower,3.2,full,generic_crops_nos,None,0,none,5.289056000000001,2.2214035200000004,0.04389916480000001,0.38610108800000015,0.0083,0.07300000000000001,0,0,0,0,0,0
Forage pea,2.5,full,beans_and_pulses,None,0,none,4.5029425000000005,1.8912358500000002,0.03602354000000001,0.3377206875000001,0.008,0.07500000000000001,0,0,0,0,0,0
Winter wheat,6.1,reduced,winter_wheat,None,0,none,12.4917187,5.246521854,0.08619285903,0.6620610911000001,0.0069,0.05300000000000001,0,0,0,0,0,0
Maize,6.5,full,maize,None,0,none,9.094373000000001,3.8196366600000005,0.057294549900000005,1.00038103,0.0063,0.10999999999999999,0,0,0,0,0,0
Sunflower,3.2,full,generic_crops_nos,None,0,none,5.289056000000001,2.2214035200000004,0.04389916480000001,0.38610108800000015,0.0083,0.07300000000000001,0,0,0,0,0,0
Forage pea,2.5,full,beans_and_pulses,None,0,none,4.5029425000000005,1.8912358500000002,0.03602354000000001,0.3377206875000001,0.008,0.07500000000000001,0,0,0,0,0,0
