crop_type,yield_tha,till_type,ipcc_translation_crop,man_type,man_nrate,ipcc_translation_manure,crop_om_input,crop_c_input,crop_n_input,crop_lignin_input,crop_n_frac,crop_lignin_frac,man_om_input,man_c_input,man_n_input,man_lignin_input,man_n_frac,man_lignin_frac
Winter rye,6.4,full,grains_nos,None,0,none,9.802073600000002,4.116870912,0.06665410048000002,0.7253534464000002,0.0068000000000000005,0.07400000000000001,0,0,0,0,0,0
Pea,2.5,full,n_fixing_forage,None,0,none,1.8449999999999998,0.7748999999999999,0.046125,0.13283999999999999,0.025,0.07200000000000001,0,0,0,0,0,0
Winter rye,6.4,full,grains_nos,None,0,none,9.802073600000002,4.116870912,0.06665410048000002,0.7253534464000002,0.0068000000000000005,0.07400000000000001,0,0,0,0,0,0
Winter rape,3,full,grains_nos,None,0,none,5.165072,2.16933024,0.03512248960000001,0.3822153280000001,0.006800000000000001,0.07400000000000001,0,0,0,0,0,0
Winter rye,6.4,full,grains_nos,None,0,none,9.802073600000002,4.116870912,0.06665410048000002,0.7253534464000002,0.0068000000000000005,0.07400000000000001,0,0,0,0,0,0
Pea,2.5,full,n_fixing_forage,None,0,none,1.8449999999999998,0.7748999999999999,0.046125,0.13283999999999999,0.025,0.07200000000000001,0,0,0,0,0,0
Winter rye,6.4,full,grains_nos,None,0,none,9.802073600000002,4.116870912,0.06665410048000002,0.7253534464000002,0.0068000000000000005,0.07400000000000001,0,0,0,0,0,0
Winter rape,3,full,grains_nos,None,0,none,5.165072,2.16933024,0.03512248960000001,0.3822153280000001,0.006800000000000001,0.07400000000000001,0,0,0,0,0,0
Winter rye,6.4,full,grains_nos,None,0,none,9.802073600000002,4.116870912,0.06665410048000002,0.7253534464000002,0.0068000000000000005,0.07400000000000001,0,0,0,0,0,0
Pea,2.5,full,n_fixing_forage,None,0,none,1.8449999999999998,0.7748999999999999,0.046125,0.13283999999999999,0.025,0.07200000000000001,0,0,0,0,0,0
Winter rye,6.4,full,grains_nos,None,0,none,9.802073600000002,4.116870912,0.06665410048000002,0.7253534464000002,0.0068000000000000005,0.07400000000000001,0,0,0,0,0,0
Winter rape,3,full,grains_nos,None,0,none,5.165072,2.16933024,0.03512248960000001,0.3822153280000001,0.006800000000000001,0.07400000000000001,0,0,0,0,0,0
Winter rye,6.4,full,grains_nos,None,0,none,9.802073600000002,4.116870912,0.06665410048000002,0.7253534464000002,0.0068000000000000005,0.07400000000000001,0,0,0,0,0,0
Pea,2.5,full,n_fixing_forage,None,0,none,1.8449999999999998,0.7748999999999999,0.046125,0.13283999999999999,0.025,0.07200000000000001,0,0,0,0,0,0
Winter rye,6.4,full,grains_nos,None,0,none,9.802073600000002,4.116870912,0.06665410048000002,0.7253534464000002,0.0068000000000000005,0.07400000000000001,0,0,0,0,0,0
Winter rape,3,full,grains_nos,None,0,none,5.165072,2.16933024,0.03512248960000001,0.3822153280000001,0.006800000000000001,0.07400000000000001,0,0,0,0,0,0
Winter rye,6.4,full,grains_nos,None,0,none,9.802073600000002,4.116870912,0.06665410048000002,0.7253534464000002,0.0068000000000000005,0.07400000000000001,0,0,0,0,0,0
Pea,2.5,full,n_fixing_forage,None,0,none,1.8449999999999998,0.7748999999999999,0.046125,0.13283999999999999,0.025,0.07200000000000001,0,0,0,0,0,0
Winter rye,6.4,full,grains_nos,None,0,none,9.802073600000002,4.116870912,0.06665410048000002,0.7253534464000002,0.0068000000000000005,0.07400000000000001,0,0,0,0,0,0
Winter rape,3,full,grains_nos,None,0,none,5.165072,2.16933024,0.03512248960000001,0.3822153280000001,0.006800000000000001,0.07400000000000001,0,0,0,0,0,0
Winter rye,6.4,full,grains_nos,None,0,none,9.802073600000002,4.116870912,0.06665410048000002,0.7253534464000002,0.0068000000000000005,0.07400000000000001,0,0,0,0,0,0
Pea,2.5,full,n_fixing_forage,None,0,none,1.8449999999999998,0.7748999999999999,0.046125,0.13283999999999999,0.025,0.07200000000000001,0,0,0,0,0,0
Winter rye,6.4,full,grains_nos,None,0,none,9.802073600000002,4.116870912,0.06665410048000002,0.7253534464000002,0.0068000000000000005,0.07400000000000001,0,0,0,0,0,0
Winter rape,3,full,grains_nos,None,0,none,5.165072,2.16933024,0.03512248960000001,0.3822153280000001,0.006800000000000001,0.07400000000000001,0,0,0,0,0,0
